disease	dgnum	dgingraph	lccnum	lccratio	zscore	pvalue
DOID:3200	42	42	34	0.8095238095238095	26.5891015775	9.999000099990002e-05
DOID:574	308	286	117	0.4090909090909091	3.17153117805	0.00039996000399960006
DOID:299	682	650	510	0.7846153846153846	8.69727412064	9.999000099990002e-05
DOID:169	30	30	7	0.23333333333333334	6.16214904403	0.0023997600239976003
DOID:3112	17	17	13	0.7647058823529411	22.3782810994	9.999000099990002e-05
DOID:4194	30	30	4	0.13333333333333333	2.68470371153	0.0337966203379662
DOID:11934	321	313	231	0.7380191693290735	7.46033838417	9.999000099990002e-05
DOID:3159	10	10	3	0.3	6.24190138542	0.005499450054994501
DOID:1073	33	33	5	0.15151515151515152	3.44139647602	0.019598040195980403
DOID:520	16	16	4	0.25	5.63948196989	0.004899510048995101
DOID:0060053	297	276	108	0.391304347826087	3.05110830848	0.0010998900109989002
DOID:5688	17	16	11	0.6875	19.8283877959	9.999000099990002e-05
DOID:1883	338	327	243	0.7431192660550459	7.48142454491	9.999000099990002e-05
DOID:687	19	19	10	0.5263157894736842	15.4128122641	9.999000099990002e-05
DOID:3119	58	58	28	0.4827586206896552	14.1383294988	9.999000099990002e-05
DOID:120	18	18	10	0.5555555555555556	15.8056326087	9.999000099990002e-05
DOID:9282	24	24	6	0.25	6.22806821188	0.0025997400259974
DOID:9849	18	18	3	0.16666666666666666	3.1234422991	0.0313968603139686
DOID:9993	33	33	4	0.12121212121212122	2.3646140993	0.047795220477952205
DOID:11088	11	11	3	0.2727272727272727	5.49158977128	0.007899210078992101
DOID:893	11	11	3	0.2727272727272727	5.49158977128	0.007899210078992101
DOID:3457	53	53	36	0.6792452830188679	21.3211873016	9.999000099990002e-05
DOID:11819	11	11	4	0.36363636363636365	8.39980868316	0.0007999200079992001
DOID:2320	20	20	4	0.2	4.39351429213	0.009999000099990002
DOID:440	13	13	4	0.3076923076923077	7.03251584559	0.0025997400259974
DOID:9253	50	50	30	0.6	18.8007858565	9.999000099990002e-05
DOID:184	53	53	24	0.4528301886792453	13.639814206	9.999000099990002e-05
DOID:13413	12	12	2	0.16666666666666666	2.39067985295	0.11608839116088392
DOID:0050581	10	10	4	0.4	9.50939936239	0.00039996000399960006
DOID:12554	42	42	14	0.3333333333333333	9.87832494479	0.00019998000199980003
DOID:3827	49	46	7	0.15217391304347827	3.48838891924	0.0192980701929807
DOID:10883	26	26	13	0.5	14.8915040097	9.999000099990002e-05
DOID:76	12	12	1	0.08333333333333333	-0.345591009989	1.0
DOID:235	250	245	183	0.746938775510204	8.41529923918	9.999000099990002e-05
DOID:2733	11	11	7	0.6363636363636364	17.1244654188	9.999000099990002e-05
DOID:1470	118	111	31	0.27927927927927926	5.15361238934	0.0014998500149985001
DOID:11714	77	75	26	0.3466666666666667	8.72938724127	9.999000099990002e-05
DOID:13364	17	17	13	0.7647058823529411	22.3782810994	9.999000099990002e-05
DOID:1459	40	40	4	0.1	1.65292237188	0.08749125087491251
DOID:9588	28	28	6	0.21428571428571427	5.3636364818	0.0040995900409959
DOID:1312	40	40	20	0.5	15.6459159963	9.999000099990002e-05
DOID:9743	63	63	15	0.23809523809523808	6.07594374911	0.001999800019998
DOID:13189	37	34	4	0.11764705882352941	2.22726208024	0.052894710528947106
DOID:10608	431	388	208	0.5360824742268041	4.27711037057	9.999000099990002e-05
DOID:13241	121	119	36	0.3025210084033613	5.37354860292	0.0007999200079992001
DOID:11512	10	10	4	0.4	9.50939936239	0.00039996000399960006
DOID:8483	12	12	4	0.3333333333333333	7.86322157882	0.0011998800119988001
DOID:1240	538	516	438	0.8488372093023255	9.85547186816	9.999000099990002e-05
DOID:12306	92	90	23	0.25555555555555554	5.48388627864	0.0024997500249975004
DOID:9478	11	11	2	0.18181818181818182	2.58337085941	0.10318968103189681
DOID:14004	16	16	3	0.1875	3.61249542331	0.022797720227977204
DOID:12336	128	117	38	0.3247863247863248	6.01784151708	0.00029997000299970003
DOID:219	806	770	633	0.8220779220779221	9.54488637611	9.999000099990002e-05
DOID:11722	17	16	3	0.1875	3.61249542331	0.022797720227977204
DOID:3953	23	21	6	0.2857142857142857	7.17491263878	0.0006999300069993001
DOID:1289	88	87	55	0.632183908045977	15.6712387088	9.999000099990002e-05
DOID:11832	111	108	6	0.05555555555555555	-0.108219486178	0.43465653434656537
DOID:5076	50	46	21	0.45652173913043476	14.0309683315	9.999000099990002e-05
DOID:8543	17	15	2	0.13333333333333333	1.75187302171	0.1787821217878212
DOID:5614	41	40	5	0.125	2.52748447341	0.03849615038496151
DOID:2018	69	68	12	0.17647058823529413	4.00762988322	0.011398860113988602
DOID:13088	11	11	3	0.2727272727272727	5.49158977128	0.007899210078992101
DOID:780	111	109	26	0.23853211009174313	4.28294441559	0.004299570042995701
DOID:841	18	18	8	0.4444444444444444	12.1821496631	9.999000099990002e-05
DOID:1398	29	28	5	0.17857142857142858	4.14140594634	0.010498950104989501
DOID:11260	80	77	39	0.5064935064935064	13.3059405007	9.999000099990002e-05
DOID:11100	19	18	3	0.16666666666666666	3.1234422991	0.0313968603139686
DOID:3463	28	28	19	0.6785714285714286	21.2526334427	9.999000099990002e-05
DOID:674	478	454	320	0.7048458149779736	7.00879731973	9.999000099990002e-05
DOID:1924	26	24	2	0.08333333333333333	0.734006627653	0.3688631136886311
DOID:14069	44	43	4	0.09302325581395349	1.42201240237	0.10538946105389461
DOID:11328	55	53	4	0.07547169811320754	0.837525713198	0.1845815418458154
DOID:13406	48	47	8	0.1702127659574468	4.14415622343	0.010198980101989802
DOID:8654	16	14	2	0.14285714285714285	1.97560916537	0.1498850114988501
DOID:10632	13	13	1	0.07692307692307693	-0.364163163199	1.0
DOID:1070	25	22	3	0.13636363636363635	2.42788610292	0.055194480551944806
DOID:10937	10	10	3	0.3	6.24190138542	0.005499450054994501
DOID:1811	11	11	2	0.18181818181818182	2.58337085941	0.10318968103189681
DOID:3310	195	178	81	0.4550561797752809	6.05732283046	9.999000099990002e-05
DOID:4977	28	28	7	0.25	6.58586701725	0.0014998500149985001
DOID:1555	33	33	7	0.21212121212121213	5.59496122948	0.0030996900309969004
DOID:9351	344	334	229	0.6856287425149701	6.59233299593	9.999000099990002e-05
DOID:679	17	17	2	0.11764705882352941	1.41930383323	0.22177782221777823
DOID:12721	22	21	6	0.2857142857142857	7.17491263878	0.0006999300069993001
DOID:14115	32	32	8	0.25	6.93159648333	0.0013998600139986002
DOID:13133	28	28	3	0.10714285714285714	1.69694487543	0.09809019098090191
DOID:0050539	13	13	4	0.3076923076923077	7.03251584559	0.0025997400259974
DOID:6543	14	13	2	0.15384615384615385	2.1013965064	0.1316868313168683
DOID:1227	72	69	15	0.21739130434782608	5.21225732845	0.0040995900409959
DOID:4624	26	25	6	0.24	6.08517619811	0.0024997500249975004
DOID:9255	16	16	4	0.25	5.63948196989	0.004899510048995101
DOID:4448	155	153	89	0.5816993464052288	9.47290692456	9.999000099990002e-05
DOID:3213	19	19	4	0.21052631578947367	4.79195416156	0.006799320067993201
DOID:10914	33	33	12	0.36363636363636365	10.9788731131	9.999000099990002e-05
DOID:2340	14	14	2	0.14285714285714285	1.97560916537	0.1498850114988501
DOID:13810	59	57	31	0.543859649122807	16.3389760463	9.999000099990002e-05
DOID:543	23	23	3	0.13043478260869565	2.23062212099	0.062493750624937505
DOID:13832	132	127	55	0.4330708661417323	8.02838421575	9.999000099990002e-05
DOID:9296	466	442	306	0.6923076923076923	6.77514262174	9.999000099990002e-05
DOID:3165	224	215	136	0.6325581395348837	7.51593207332	9.999000099990002e-05
DOID:3713	11	11	5	0.45454545454545453	11.308027595	0.00019998000199980003
DOID:2799	23	23	12	0.5217391304347826	15.097946239	9.999000099990002e-05
DOID:1596	56	55	22	0.4	11.8429512252	9.999000099990002e-05
DOID:13223	41	41	25	0.6097560975609756	19.9378459044	9.999000099990002e-05
DOID:8778	379	352	201	0.5710227272727273	4.87229624515	9.999000099990002e-05
DOID:7188	60	55	15	0.2727272727272727	7.52696196163	0.00039996000399960006
DOID:182	301	295	201	0.6813559322033899	6.69167775844	9.999000099990002e-05
DOID:2883	68	64	24	0.375	10.455570607	9.999000099990002e-05
DOID:0050697	182	182	126	0.6923076923076923	10.0050302043	9.999000099990002e-05
DOID:9182	40	40	11	0.275	7.77485708257	0.000999900009999
DOID:3908	315	309	245	0.7928802588996764	8.13163950961	9.999000099990002e-05
DOID:0050529	13	12	5	0.4166666666666667	10.5994924418	0.00019998000199980003
DOID:8432	20	20	12	0.6	17.5719156783	9.999000099990002e-05
DOID:10286	841	803	652	0.8119551681195517	9.32741595755	9.999000099990002e-05
DOID:1148	11	11	2	0.18181818181818182	2.58337085941	0.10318968103189681
DOID:2316	322	307	202	0.6579804560260586	6.34505424615	9.999000099990002e-05
DOID:331	23	21	1	0.047619047619047616	-0.57672158635	1.0
DOID:4325	18	15	7	0.4666666666666667	12.7024482293	9.999000099990002e-05
DOID:10808	46	45	12	0.26666666666666666	7.60523881043	0.0006999300069993001
DOID:1059	162	154	68	0.44155844155844154	6.71042258573	9.999000099990002e-05
DOID:11829	11	11	4	0.36363636363636365	8.39980868316	0.0007999200079992001
DOID:11037	17	17	3	0.17647058823529413	3.32466540289	0.026297370262973702
DOID:9744	497	463	300	0.6479481641468683	6.01646043687	9.999000099990002e-05
DOID:3074	36	36	23	0.6388888888888888	20.2353187184	9.999000099990002e-05
DOID:2755	13	12	2	0.16666666666666666	2.39067985295	0.11608839116088392
DOID:10933	34	34	5	0.14705882352941177	3.25844967236	0.0206979302069793
DOID:863	70	67	7	0.1044776119402985	1.68731841463	0.0800919908009199
DOID:11847	26	26	8	0.3076923076923077	8.39496178877	0.0004999500049995
DOID:1737	18	17	5	0.29411764705882354	7.13538854219	0.0015998400159984002
DOID:4948	56	56	33	0.5892857142857143	18.0701972146	9.999000099990002e-05
DOID:13622	11	10	3	0.3	6.24190138542	0.005499450054994501
DOID:12995	11	11	3	0.2727272727272727	5.49158977128	0.007899210078992101
DOID:5773	27	27	9	0.3333333333333333	9.24823906467	0.0005999400059994001
DOID:10747	386	364	238	0.6538461538461539	6.06047335081	9.999000099990002e-05
DOID:0050156	16	16	2	0.125	1.58550887673	0.18908109189081093
DOID:2741	19	17	4	0.23529411764705882	5.23002697254	0.005499450054994501
DOID:2893	175	173	134	0.7745664739884393	11.5851865337	9.999000099990002e-05
DOID:5093	15	15	2	0.13333333333333333	1.75187302171	0.1787821217878212
DOID:10264	14	14	3	0.21428571428571427	4.34586611243	0.014498550144985502
DOID:11383	15	14	4	0.2857142857142857	6.71612305949	0.0018998100189981002
DOID:8725	45	43	6	0.13953488372093023	3.02962350674	0.027897210278972105
DOID:0050625	43	43	22	0.5116279069767442	15.8905123417	9.999000099990002e-05
DOID:4483	50	49	5	0.10204081632653061	1.68597602166	0.07779222077792221
DOID:3055	11	11	5	0.45454545454545453	11.308027595	0.00019998000199980003
DOID:0050700	89	89	46	0.5168539325842697	12.4251176566	9.999000099990002e-05
DOID:1580	22	20	2	0.1	1.09891394559	0.2770722927707229
DOID:9452	92	92	21	0.22826086956521738	4.59762445897	0.0044995500449955
DOID:363	57	56	27	0.48214285714285715	14.4773317257	9.999000099990002e-05
DOID:7997	18	15	2	0.13333333333333333	1.75187302171	0.1787821217878212
DOID:13543	14	12	2	0.16666666666666666	2.39067985295	0.11608839116088392
DOID:627	29	29	16	0.5517241379310345	17.0426918721	9.999000099990002e-05
DOID:2378	69	68	10	0.14705882352941177	3.07177067597	0.024397560243975602
DOID:784	1040	991	820	0.82744702320888	9.24068487709	9.999000099990002e-05
DOID:0060074	19	19	8	0.42105263157894735	11.8725262299	9.999000099990002e-05
DOID:6741	28	27	14	0.5185185185185185	15.4855018786	9.999000099990002e-05
DOID:583	17	17	2	0.11764705882352941	1.41930383323	0.22177782221777823
DOID:680	15	14	12	0.8571428571428571	25.678178636	9.999000099990002e-05
DOID:12259	14	14	6	0.42857142857142855	11.4566369536	0.00019998000199980003
DOID:1891	10	10	3	0.3	6.24190138542	0.005499450054994501
DOID:9719	13	13	2	0.15384615384615385	2.1013965064	0.1316868313168683
DOID:9455	22	22	3	0.13636363636363635	2.42788610292	0.055194480551944806
DOID:2841	669	645	498	0.772093023255814	8.3414819771	9.999000099990002e-05
DOID:3587	54	53	34	0.6415094339622641	20.0409584524	9.999000099990002e-05
DOID:0050169	10	10	3	0.3	6.24190138542	0.005499450054994501
DOID:3369	31	31	15	0.4838709677419355	15.2077870259	9.999000099990002e-05
DOID:0060119	71	68	37	0.5441176470588235	15.7058699739	9.999000099990002e-05
DOID:318	14	13	5	0.38461538461538464	9.49807551518	0.00029997000299970003
DOID:1826	131	127	48	0.3779527559055118	6.82248915016	9.999000099990002e-05
DOID:3277	14	14	4	0.2857142857142857	6.71612305949	0.0018998100189981002
